id_filme,nome_filme,ano_lanc_filme,ano_fim_filme,descricao_filme
247,The Patriot,2000,2003,Depois de provar-se no campo de batalha da Guerra da Franca e da India; Benjamin Martin nao quer mais nada com essas coisas; preferindo a vida simples de um fazendeiro. Mas quando seu filho Gabriel se alista no exercito para defender sua nova nacao; a America; contra os britanicos; Benjamin relutantemente retorna a sua antiga vida para proteger seu filho.
248,Ocean's Twelve,2004,2007,Danny Ocean se reune com sua antiga paixao e o resto de seu alegre bando de ladroes na execucao de tres enormes assaltos em Roma; Paris e Amsterda - mas um agente da Europol esta nos seus calcanhares.
249,Mr. & Mrs. Smith,2005,2008,Depois de cinco (ou seis) anos de felicidade baunilha; os suburbanos comuns John e Jane Smith estao presos em uma imensa rotina. Sem o conhecimento mutuo; ambos sao assassinos friamente letais e altamente remunerados que trabalham para organizacoes rivais. Quando descobrem que sao o proximo alvo um do outro; suas vidas secretas colidem em uma mistura picante e explosiva de comedia perversa; paixao reprimida; acao ininterrupta e armamento de alta tecnologia.
250,Insurgent,2015,2018,Beatrice Prior deve confrontar seus demonios interiores e continuar sua luta contra uma poderosa alianca que ameaca destruir sua sociedade.
251,The Aviator,2004,2007,Um filme biografico retratando a vida do cineasta e pioneiro da aviacao Howard Hughes de 1927 a 1947; durante o qual ele se tornou um produtor de cinema e um magnata da aviacao; ao mesmo tempo em que se tornou mais instavel devido ao severo transtorno obsessivo-compulsivo.
252,Gulliver's Travels,2010,2013,O escritor de viagens Lemuel Gulliver assume uma missao nas Bermudas; mas acaba na ilha de Liliput; onde se destaca por seus pequenos cidadaos.
253,The Green Hornet,2011,2014,Britt Reid (Seth Rogen); herdeiro da maior fortuna de jornal de Los Angeles; e um playboy mimado que; ate agora; esta feliz por levar uma vida sem objetivo. Depois que seu pai (Tom Wilkinson) morre; Britt conhece Kato (Jay Chou); um funcionario da empresa com recursos. Percebendo que eles tem o talento e recursos para fazer algo de suas vidas; Britt e Kato se unem como combatentes do crime fantasiados para derrubar o criminoso mais poderoso da cidade; Chudnofsky (Christoph Waltz).
254,300: Rise of an Empire,2014,2017,Baseado no ultimo romance grafico de Frank Miller; Xerxes; e contado no estilo visual de tirar o folego do blockbuster 300; este novo capitulo da saga epica leva a acao a um novo campo de batalha - no mar - enquanto o general grego Themistokles tenta unir-se toda a Grecia; liderando a acusacao de mudar o curso da guerra. 300: Rise of an Empire coloca Themistokles contra as forcas invasoras persas lideradas por mortalmente transformado em deus Xerxes e Artemesia; o comandante vingativo da marinha persa.
255,The Smurfs,2011,2014,Quando o malvado feiticeiro Gargamel persegue os pequenos Smurfs azuis de sua aldeia; eles caem de seu mundo magico para o nosso - na verdade; bem no meio do Central Park. Com apenas tres macas no alto e presas na Big Apple; os Smurfs precisam encontrar uma maneira de voltar para sua aldeia antes que Gargamel os encontre.
256,Home on the Range,2004,2007,Quando um fora-da-lei ganancioso planeja tomar posse da fazenda leiteira Patch Of Heaven; tres vacas determinadas; um garanhao que chuta karate e um colorido curral de criaturas se unem para salvar sua casa. As apostas sao altissimas; uma vez que essa improvavel alianca animal arrisca suas peles e combina inteligencia com um misterioso bando de bandidos.
257,Allegiant,2016,2019,Beatrice Prior e Tobias Eaton se aventuram no mundo fora da cerca e sao levados sob custodia protetora por uma misteriosa agencia conhecida como Bureau of Genetic Welfare.
258,Real Steel,2011,2014,No futuro proximo; Charlie Kenton e um lutador que se retirou do ringue quando robos assumiram o esporte. Depois que o robo de Charlie e destruido; ele relutantemente se une a seu filho Max para reconstruir e treinar um candidato improvavel.
259,The Smurfs 2,2013,2016,O malvado feiticeiro Gargamel cria um par de criaturas travessas; como os Ninjas; que ele espera que o deixem dominar a poderosa e magica essencia Smurf. Mas quando ele descobre que apenas um Smurf real pode dar a ele o que ele quer; e apenas um feitico secreto que a Smurfette sabe transformar os Nakedies em Smurfs reais; Gargamel sequestra Smurfette e a leva a Paris; onde ele tem ganhado a adoracao de milhoes como o maior feiticeiro do mundo. Cabe a Papa; Clumsy; Grouchy e Vanity voltar ao nosso mundo; se reunir com seus amigos humanos Patrick e Grace Winslow e resgata-la! Will Smurfette; que sempre se sentiu diferente dos outros Smurfs; encontra uma nova conexao com os Naughties Vexy e Hackus ou os Smurfs vao convence-la de que o amor deles por ela e True Blue?
260,Speed 2: Cruise Control,1997,2000,Sandra Bullock e Jason Patric estrelam como um jovem casal cujo cruzeiro dos sonhos se transforma em terror quando um lunatico genio da computacao (Willem Dafoe) define um novo rumo para a destruicao.
261,Ender's Game,2013,2016,Baseado no romance classico de Orson Scott Card; o jogo de Ender e a historia das criancas mais talentosas da Terra treinando para defender seu lar nas guerras espaciais do futuro.
262,Live Free or Die Hard,2007,2010,John McClane esta de volta e esta mais mal do que nunca; e desta vez ele esta trabalhando para a Homeland Security. Ele chama os servicos de um jovem hacker em sua tentativa de parar um grupo de terroristas da Internet que pretendem assumir o controle da infra-estrutura de computadores dos Estados Unidos.
263,The Lord of the Rings: The Fellowship of the Ring,2001,2004,O jovem hobbit Frodo Baggins; apos herdar um anel misterioso de seu tio Bilbo; deve deixar sua casa para evitar que caia nas maos do seu malvado criador. Ao longo do caminho; uma irmandade e formada para proteger o portador do anel e assegurar que o anel chegue ao seu destino final: Destino; o unico lugar onde pode ser destruido.
264,Around the World in 80 Days,2004,2007,Uma aposta coloca um inventor britanico; um ladrao chines e um artista frances em uma aventura mundial que pode circular pelo mundo em 80 dias.
265,Ali,2001,2004,Em 1964; um novo boxeador profissional; a partir de sua vitoria na medalha de ouro olimpica; explode para a cena; Argila de cassius. Ousado e franco; ele corta uma imagem inteiramente nova para os afro-americanos no esporte com sua orgulhosa auto-confianca publica e sua crenca sem remorso de que ele e o maior pugilista de todos os tempos. No entanto; no topo de seu jogo; tanto a vida pessoal quanto profissional de Ali enfrentam o teste final.
266,The Cat in the Hat,2003,2006,Conrad e Sally Walden estao sozinhos em casa com seus peixes de estimacao. Esta chovendo la fora e nao ha nada a fazer. Ate o gato no chapeu anda pela porta da frente. Ele os introduz a sua imaginacao e; a principio; e tudo divertido e divertido; ate que as coisas saiam do controle; e The Cat deve ir; ir; ir; antes que seus pais voltem.
267,I; Robot,2004,2007,Em 2035; onde os robos sao lugar-comum e respeitam as tres leis da robotica; um policial tecnofobico investiga um aparente suicidio. Suspeitando que um robo pode ser responsavel pela morte; sua investigacao o leva a acreditar que a humanidade pode estar em perigo.
268,Kingdom of Heaven,2005,2008,Depois que sua esposa morre; um ferreiro chamado Balian e empurrado para a realeza; intrigas politicas e sangrentas guerras durante as Cruzadas.
269,Stuart Little,1999,2002,As aventuras de um heroico e destemido rato chamado Stuart Little com qualidades humanas; que enfrenta algumas desventuras comicas enquanto procura por seu amigo perdido e vive com uma familia humana como seu filho.
270,The Princess and the Frog,2009,2012,Uma garconete; desesperada para cumprir seus sonhos como dona de um restaurante; esta em uma jornada para transformar um principe de sapo de volta em um ser humano; mas ela tem que enfrentar o mesmo problema depois que ela o beija.
271,The Martian,2015,2018,Durante uma missao tripulada a Marte; o astronauta Mark Watney e dado como morto apos uma violenta tempestade e deixado para tras por sua tripulacao. Mas Watney sobreviveu e encontra-se encalhado e sozinho no planeta hostil. Com apenas suprimentos escassos; ele deve recorrer a sua engenhosidade; inteligencia e espirito para subsistir e encontrar uma maneira de sinalizar a Terra que esta vivo.
272,The Island,2005,2008,Em 2019; Lincoln Six-Echo e um residente de um aparentemente utopico; mas continha facilidade. Como todos os habitantes deste ambiente cuidadosamente controlado; Lincoln espera ser escolhido para ir a Ilha - supostamente o ultimo local nao contaminado do planeta. Mas Lincoln logo descobre que tudo sobre sua existencia e uma mentira.
273,Town & Country,2001,2004,Porter Stoddard e um renomado arquiteto nova-iorquino que esta em uma encruzilhada ... um beco onde reviravoltas levam a uma miriade de erros com sua esposa Ellie; outros com amigos de longa data Mona e seu marido Griffin. Decidir qual direcao tomar leva; muitas vezes; a encontros inesperados com consequencias hilarias.
274,Gone in Sixty Seconds,2000,2003,Ao saber que ele tem que sair da aposentadoria para roubar 50 carros em uma noite para salvar a vida de seu irmao Kip; o ex-ladrao de carros Randall Memphis Raines pede ajuda a alguns amigos felizes para realizar um feito aparentemente impossivel. De incontaveis ??perseguicoes de carros a incansaveis ??policiais; a excitacao de alta octanagem aumenta a medida que Randall passa por mais de alguns bloqueios de estrada para manter Kip vivo.
275,Gladiator,2000,2003,No ano de 180; a morte do imperador Marco Aurelio lanca o imperio romano no caos. Maximus e um dos generais mais capazes e confiaveis ??do exercito romano e um dos principais conselheiros do imperador. Quando o filho desonesto de Marcus; Commodus; sobe ao trono; Maximus deve ser executado. Ele escapa; mas e capturado por comerciantes de escravos. Renomeado espanhol e forcado a se tornar um gladiador; Maximus deve lutar ate a morte com outros homens para a diversao de audiencias pagas. Suas habilidades de batalha o servem bem; e ele se torna um dos homens mais famosos e admirados a lutar no Coliseu. Determinado a se vingar contra o homem que tirou sua liberdade e devastou sua familia; Maximus acredita que ele pode usar sua fama e habilidade no ringue para vingar a perda de sua familia e antiga gloria. Quando o gladiador comeca a desafiar o seu dominio; Commodus decide por a prova o seu proprio valor de luta; competindo com Maximus numa batalha ate a morte.
276,Minority Report,2002,2005,John Anderton e um dos principais policiais do Precrime no final do seculo 21; quando a tecnologia pode prever crimes antes de serem cometidos. Mas Anderton se torna a pedreira quando outro investigador o alveja por uma acusacao de homicidio.
277,Harry Potter and the Chamber of Secrets,2002,2005,Ignorando ameacas a sua vida; Harry retorna a Hogwarts para investigar - ajudado por Ron e Hermione - uma serie misteriosa de ataques.
278,Casino Royale,2006,2009,Le Chiffre; um banqueiro dos terroristas do mundo; esta programado para participar de um jogo de poquer de alto risco em Montenegro; onde ele pretende usar seus ganhos para estabelecer seu controle financeiro sobre o mercado terrorista. M envia Bond - em sua primeira missao como Agente 00 - para assistir a este jogo e impedir Le Chiffre de vencer. Com a ajuda de Vesper Lynd e Felix Leiter; Bond entra no mais importante jogo de poker em sua ja perigosa carreira.
279,Planet of the Apes,2001,2004,Depois de uma aterrissagem espetacular em um planeta inexplorado; o astronauta leonino Leo Davidson se encontra preso em um mundo selvagem onde primatas falantes dominam a raca humana. Desesperado para encontrar um caminho para casa; Leo deve fugir do invencivel exercito de gorilas liderado por Ruthless General Thade.
280,Terminator 2: Judgment Day,1991,1994,Quase 10 anos se passaram desde que Sarah Connor foi alvejada por um cyborg do futuro. Agora seu filho; John; o futuro lider da resistencia; e o alvo de um terminador mais novo e mais mortal. Mais uma vez; a resistencia conseguiu enviar um protetor de volta para tentar salvar John e sua mae Sarah.
281,Public Enemies,2009,2012,O charme e a audacia do ladrao de banco da epoca da Depressao; John Dillinger; o deixam muito amigo do publico da America; mas ele tambem e um espinho no lado de J. Edgar Hoover e do incipiente FBI. Desesperado para capturar o ilusorio fora-da-lei; Hoover faz de Dillinger seu primeiro inimigo publico numero um e atribui a seu principal agente; Melvin Purvis; a tarefa de traze-lo vivo ou morto.
282,American Gangster,2007,2010,Apos a morte de seu empregador e mentor; Bumpy Johnson; Frank Lucas se estabeleceu como o principal importador de heroina no distrito de Harlem; em Manhattan. Ele faz isso comprando heroina diretamente da fonte no sudeste da Asia e ele vem com uma maneira unica de importar as drogas para os Estados Unidos. Baseado em uma historia verdadeira.
283,True Lies,1994,1997,Harry Tasker e um agente secreto do governo dos Estados Unidos. Durante anos; ele manteve o emprego de sua esposa; mas e forcado a revelar sua identidade e tentar impedir que terroristas nucleares sejam sequestrados por ele e sua esposa.
284,The Taking of Pelham 1 2 3,2009,2012,Homens armados sequestram um trem do metro da cidade de Nova York; mantendo os passageiros como refens em troca de um resgate; e transformando o trabalho de um dia comum para o despachante Walter Garber em um confronto com o mentor por tras do crime.
285,Little Fockers,2010,2013,Demorou 10 anos; dois pequenos Fockers com a esposa Pam e inumeros obstaculos para Greg finalmente entrar com seu sogro; Jack. Depois que o pai; sem dinheiro; aceita um emprego para uma companhia farmaceutica; as suspeitas de Jack sobre seu enfermeiro favorito voltam. Quando todo o cla de Greg e Pam descer para a festa de aniversario dos gemeos; Greg deve provar ao cetico Jack que ele e totalmente capaz como o homem da casa.
286,The Other Guys,2010,2013,Os detetives do NYPD Christopher Danson (Johnson) e P.K. Highsmith (Jackson) e o policial mais malvado e mais querido da cidade de Nova York. Eles nao fazem tatuagens; outros homens fazem tatuagens deles. Duas mesas ao lado e uma atras; sentam-se os detetives Allen Gamble (Ferrell) e Terry Hoitz (Wahlberg). Voce os viu no fundo de fotos de Danson e Highsmith; fora de foco e olhos fechados. Eles nao sao herois; sao os outros caras. Mas todo policial tem o seu dia e logo Gamble e Hoitz se deparam com um caso aparentemente inocuo que nenhum outro detetive quer tocar e que pode se transformar no maior crime de Nova York. E a oportunidade de suas vidas; mas esses caras tem as coisas certas?
287,Eraser,1996,1999,O marechal dos EUA; John Kruger; apaga as identidades das pessoas inscritas no Programa de Protecao a Testemunhas. Sua missao atual e proteger Lee Cullen; que descobriu evidencias de que o fabricante de armas para o qual ela trabalha vem vendendo para grupos terroristas. Quando Kruger descobre que ha um agente corrupto dentro do programa; ele deve guardar sua propria vida enquanto tenta proteger Lee.
288,Django Unchained,2012,2015,Com a ajuda de um cacador de recompensas alemao; uma escrava libertada decide resgatar sua esposa de um brutal dono de uma fazenda do Mississipi.
289,The Hunchback of Notre Dame,1996,1999,Quando Quasi desafia o malvado Frollo e se aventura no Festival dos Loucos; a multidao cruel zomba dele. Resgatado por seu companheiro; o cigano Esmeralda; Quasi logo se ve lutando para salvar as pessoas e a cidade que ele ama.
290,The Emperor's New Groove,2000,2003,Kuzco e um imperador egocentrico que convoca Pacha de uma aldeia e diz a ele que sua casa sera destruida para dar lugar a nova casa de veraneio de Kuzco. O conselheiro de Kuzco; Yzma; tenta envenenar Kuzco e acidentalmente o transforma em lhama; que acidentalmente acaba na aldeia de Pacha. Pacha se oferece para ajudar Kuzco se ele nao destruir sua casa; e assim eles formam uma parceria improvavel.
291,The Expendables 2,2012,2015,O Sr. Church reune os Expendables para o que deveria ser um pagamento facil; mas quando um de seus homens e assassinado no trabalho; sua busca por vinganca os coloca no fundo do territorio inimigo e enfrenta uma ameaca inesperada.
292,National Treasure,2004,2007,Cacadores de tesouros modernos; liderados pelo arqueologo Ben Gates; procuram por uma arca de riquezas que rumores dizem ter sido escondida por George Washington; Thomas Jefferson e Benjamin Franklin durante a Guerra Revolucionaria. O paradeiro do bau pode estar em pistas secretas embutidas na Constituicao e na Declaracao de Independencia; e Gates esta numa corrida para encontrar o ouro antes que seus inimigos o facam.
293,Eragon,2006,2009,Em sua terra natal; Alagaesia; um garoto de fazenda passa por cima de um ovo de dragao - uma descoberta que o leva em uma jornada predestinada; onde ele percebeu que e a unica pessoa que pode defender sua casa contra um rei perverso.
294,Where the Wild Things Are,2009,2012,Max imagina fugir de sua mae e velejar para uma terra distante onde grandes feras falantes - Ira; Carol; Douglas; o Touro; Judith e Alexandre - o coroam como rei; brincam de tolos; constroem fortalezas e descobrem recantos secretos. .
295,Epic,2013,2016,Uma adolescente se encontra transportada para um ambiente de floresta profunda; onde uma batalha entre as forcas do bem e as forcas do mal esta ocorrendo. Ela se une a um grupo de personagens trapaceiros para salvar seu mundo - e o nosso.
296,The Tourist,2010,2013,O turista americano Frank (Johnny Depp) encontra a misteriosa britanica Elsie (Angelina Jolie) no trem para Veneza. O romance parece brotar; mas ha mais para ela do que aparenta. Remake do filme frances 2005 Anthony Zimmer; escrito e dirigido por Jerome Salle.
297,End of Days,1999,2002,Em 28 de dezembro de 1999; os cidadaos da cidade de Nova York estao se preparando para a virada do milenio. No entanto; o Diabo decide derrubar a festa indo a cidade; habitando o corpo de um homem; e procurando por sua noiva escolhida; uma mulher de 20 anos chamada Christine York. O mundo vai acabar; e a unica esperanca esta dentro de um ateu chamado Jericho Cane.
298,Blood Diamond,2006,2009,Um ex-mercenario virou contrabandista. Um pescador mende. Em meio a guerra civil explosiva que tomou conta de Serra Leoa em 1999; esses dois homens se juntaram para duas missoes desesperadas: recuperar um raro diamante rosa de imenso valor e resgatar o filho do pescador recrutado como soldado infantil para as brutais forcas rebeldes que rasgavam uma serie de torturas e derramamento de sangue em todo o pais.
299,The Wolf of Wall Street,2013,2016,Um corretor de acoes de Nova York se recusa a cooperar em um grande caso de fraude de valores mobiliarios envolvendo corrupcao em Wall Street; o mundo dos bancos corporativos e a infiltracao da mafia. Baseado na autobiografia de Jordan Belfort.
300,Batman Forever,1995,1998,O Cavaleiro das Trevas de Gotham City confronta uma dupla covarde: Two-Face e Riddler. Ex-promotor publico Harvey Dent; Two-Face acredita que Batman causou o acidente no tribunal que o deixou desfigurado de um lado. E Edward Nygma; genio da informatica e ex-funcionario do milionario Bruce Wayne; esta a procura do filantropo; como o charada. O ex-acrobata de circo Dick Grayson; sua familia morta por Two-Face; torna-se o protegido de Wayne e o novo parceiro de Batman; Robin.
301,Starship Troopers,1997,2000,Definido no futuro; a historia segue um jovem soldado chamado Johnny Rico e suas facanhas na infantaria movel. A carreira militar de Rico progride de recruta para oficial nao comissionada e finalmente para oficial contra o pano de fundo de uma guerra interestelar entre a humanidade e uma especie aracnoide conhecida como os insetos.
302,Cloud Atlas,2012,2015,Um conjunto de seis historias aninhadas que abrangem o tempo entre o seculo XIX e um futuro pos-apocaliptico distante. Cloud Atlas explora como as acoes e consequencias de vidas individuais impactam umas as outras no passado; no presente e no futuro. Acao; misterio e romance tecem atraves da historia como uma alma e moldada de um assassino em um heroi e um unico ato de bondade ondula atraves dos seculos para inspirar uma revolucao no futuro distante. Baseado no romance premiado de David Mitchell. Dirigido por Tom Tykwer e os Wachowskis.
303,Legend of the Guardians: The Owls of Ga'Hoole,2010,2013,Soren; uma jovem coruja; e raptada por corujas de St. Aggie; ostensivamente um orfanato; onde as corujas sao submetidas a uma lavagem cerebral para se tornarem soldados. Ele e seus novos amigos escapam para a ilha de Ga'Hoole; para ajudar suas corujas sabias e nobres que lutam contra o exercito criado pelos governantes malvados de St. Aggie. O filme e baseado nos tres primeiros livros da serie.
304,Catwoman,2004,2007,Liquidada apos descobrir uma conspiracao corporativa; a artista grafica de maneiras suaves Patience Phillips invade uma ilha; onde ela ressuscitou e dotou com a proeza de um gato - e ela esta ansiosa para usar suas novas habilidades ... como um vigilante. Antes que voce possa dizer gato e rato; o bonitao Tom Lone esta na sua cola.
305,Hercules,2014,2017,Ha mil e quatrocentos anos; uma alma atormentada caminhava pela terra que nao era nem homem nem deus. Hercules era o filho poderoso do deus rei Zeus; por isso ele nao recebeu nada alem de sofrer toda a sua vida. Depois de doze trabalhos arduos e a perda de sua familia; essa alma escura e cansada do mundo deu as costas para os deuses; encontrando seu unico consolo na sangrenta batalha. Ao longo dos anos ele se entusiasmou com a companhia de seis almas semelhantes; sendo seu unico vinculo o amor pela luta e a presenca da morte. Esses homens e mulheres nunca questionam onde vao lutar ou por que ou quem; quanto serao pagos. Agora o rei da Tracia contratou esses mercenarios para treinar seus homens para se tornar o maior exercito de todos os tempos. E hora de este bando de almas perdidas finalmente ter seus olhos abertos para o quao longe eles cairam quando eles devem treinar um exercito para se tornar tao impiedoso e sedento de sangue como sua reputacao se tornou.
306,Treasure Planet,2002,2005,Quando Jim Hawkins; o rapaz do camarote do galeao espacial; descobre um mapa para um pilhagem de mil mundos intergalacticos; um cozinheiro ciborgue chamado John Silver o ensina a combater supernovas e tempestades espaciais. Mas; logo; Jim percebe que Silver e um pirata com intencao de se revoltar!
307,Land of the Lost,2009,2012,Em sua mais recente expedicao; o Dr. Rick Marshall e sugado por um vortice espaco-temporal ao lado de seu assistente de pesquisa e de um cacador de sobreviventes caipiras. Neste universo alternativo; o trio faz amizade com um primata chamado Chaka; seu unico aliado em um mundo cheio de dinossauros e outras criaturas fantasticas.
308,The Expendables 3,2014,2017,Barney; o Natal e o resto da equipe se deparam com Conrad Stonebanks; que ha anos foi cofundador de The Expendables com Barney. Stonebanks subsequentemente se tornou um comerciante de armas implacavel e alguem que Barney foi forcado a matar ... ou assim ele pensou. Stonebanks; que escapou da morte uma vez antes; agora esta cumprindo sua missao de acabar com The Expendables - mas Barney tem outros planos. Barney decide que ele tem que lutar com sangue novo; e traz uma nova era de membros da equipe Expendables; recrutando individuos que sao mais jovens; mais rapidos e mais experientes em tecnologia. A mais recente missao torna-se um choque do classico estilo old school versus o conhecimento de alta tecnologia na batalha mais pessoal dos Expendables ate agora.
309,Point Break,2015,2018,Um jovem agente secreto do FBI se infiltra em uma gangue de ladroes que compartilham um interesse comum em esportes radicais. Um remake do filme de 1991; Point Break.
310,Son of the Mask,2005,2008,Tim Avery; um cartunista aspirante; encontra-se em uma situacao dificil quando seu cao se depara com a mascara de Loki. Then after conceiving an infant son born of the mask; he discovers just how looney child raising can be.
311,In the Heart of the Sea,2015,2018,No inverno de 1820; o navio baleeiro da Nova Inglaterra; Essex; foi assaltado por algo que ninguem podia acreditar: uma baleia de tamanho e vontade gigantescas e uma sensacao quase humana de vinganca. O desastre maritimo da vida real inspiraria Moby Dick; de Herman Melville. Mas isso contou apenas metade da historia. Coracao do Mar revela as consequencias angustiantes do encontro; enquanto a tripulacao sobrevivente do navio e empurrado para os seus limites e forcado a fazer o impensavel para se manter vivo. Enfrentando tempestades; fome; panico e desespero; os homens vao questionar as suas crencas mais profundas; desde o valor das suas vidas a moralidade do seu comercio; como o seu O capitao procura por uma orientacao em alto mar e seu primeiro imediato ainda busca derrubar a grande baleia.
312,The Adventures of Pluto Nash,2002,2005,O ano e 2087; o cenario e a lua. Pluto Nash; o bem-sucedido proprietario da boate mais badalada do universo; se ve em apuros quando se recusa a vender seu clube para o gangster lunar Mogan; que por acaso esta ajudando o misterioso Rex Crater a planejar um plano para assumir o controle. Lua inteira.
313,Green Zone,2010,2013,Durante a ocupacao de Bagda liderada pelos EUA em 2003; Roy Miller e sua equipe de inspetores do Exercito foram despachados para encontrar armas de destruicao em massa que se acredita estarem armazenadas no deserto do Iraque. Foguando de um local armadilhado e traicoeiro para outro; os homens procuram por agentes quimicos mortais; mas tropecam em vez disso em um elaborado encobrimento que ameaca inverter o proposito de sua missao.
314,The Peanuts Movie,2015,2018,Snoopy embarca em sua maior missao enquanto ele e sua equipe levam os ceus para perseguir seu arqui-inimigo; enquanto seu melhor amigo Charlie Brown comeca sua propria jornada epica de volta para casa.
315,The Spanish Prisoner,1997,2000,Um funcionario de uma empresa com um lucrativo processo secreto e tentado a trai-lo. Mas ha mais do que isso.
316,The Mummy Returns,2001,2004,Rick e Evelyn O'Connell; juntamente com seu filho de 8 anos; Alex; descobrem a chave para o lendario poder do Rei Escorpiao; a famosa Pulseira de Anubis. Infelizmente; um recem-ressuscitado Imhotep tambem tem desenhos na pulseira; e nao esta acima do sequestro de seu novo portador; Alex; para ganhar o controle do exercito sobrenatural de Anubis.
317,Gangs of New York,2002,2005,E 1863. America nasceu nas ruas. Amsterdam Vallon retorna aos Cinco Pontos da America para buscar vinganca contra o chefao do gangster psicotico; Bill the Butcher; que assassinou seu pai anos antes. Com um batedor de carteiras avido ao seu lado e um exercito totalmente novo; Vallon luta para se vingar do Acougueiro e restaurar a paz na area.
318,eXXeXXXeX,2011,2014,Um ocidental encontra refugio com um grupo de mulheres em uma igreja durante o estupro de Nanquim em 1937. Posando como um padre; ele tenta levar as mulheres a seguranca.
319,Surf's Up,2007,2010,Cody e um pinguim surfista de Shiverpool que sonha em se tornar grande e ser como seu idolo Big Z. Em sua jornada ele descobre que seus talentos nao sao tudo que ele pensa que sao e ele deve aprender a aceitar que e mais para surfar do que fama e fortuna. Surf's Up e um documentario mockumentary americano animado por computador produzido em 2007 pela Sony Pictures Animation e distribuido pela Columbia Pictures e ImageWorks Studios. Ele estrela as vozes de Shia LaBeouf; Jeff Bridges; Zooey Deschanel e Jon Heder; entre outros.
320,The Stepford Wives,2004,2007,O que e preciso para se tornar uma esposa Stepford; uma mulher perfeita alem da crenca? Pergunte aos maridos de Stepford; que criaram essa pequena cidade aterrorizante e de alta tecnologia.
321,Black Hawk Down,2001,2004,Quando os Rangers dos EUA e uma equipe de elite da Forca Delta tentam sequestrar dois subordinados de um lider militar somali; seus helicopteros Black Hawk sao abatidos e os americanos sofrem pesadas baixas; enfrentando intensos combates da milicia no solo.
322,The Campaign,2012,2015,Dois politicos rivais competem para ganhar uma eleicao para representar seu pequeno distrito congressional da Carolina do Norte na Camara dos Deputados dos Estados Unidos.
323,The Fifth Element,1997,2000,Em 2257; um motorista de taxi e inadvertidamente dado a tarefa de salvar uma menina que e parte da chave que ira garantir a sobrevivencia da humanidade.
324,Sex and the City 2,2010,2013,Carrie; Charlotte e Miranda estao todas casadas agora; mas elas ainda se divertem um pouco ao sol. Quando Samantha tem a chance de visitar um dos destinos de ferias mais extravagantes do planeta e se oferece para traze-los o tempo todo; eles supoem que um retiro so para mulheres pode ser a desculpa perfeita para evitar suas responsabilidades e lembrar como era a vida antes delas. decidiu se estabelecer.
325,The Road to El Dorado,2000,2003,Depois de uma fraude; dois vigaristas acabam com um mapa para El Dorado; a lendaria cidade do ouro; e uma viagem nao intencional ao Novo Mundo. Para sua surpresa; o mapa leva o casal a cidade mitica; onde os assustados habitantes prontamente comecam a adora-los como deuses. A unica questao e; eles tomam os nativos de adoracao por tudo o que valem; ou ha um pouco mais de El Dorado do que riquezas?
326,Ice Age: Continental Drift,2012,2015,Manny; Diego e Sid embarcam em outra aventura depois que seu continente esta a deriva. Usando um iceberg como navio; eles encontram criaturas marinhas e combatem piratas enquanto exploram um novo mundo.
327,Cinderella,2015,2018,Quando seu pai; inesperadamente; morre; a jovem Ella se encontra a merce de sua madrasta cruel e de suas filhas. Nunca um para desistir da esperanca; a fortuna de Ella comeca a mudar depois de encontrar um estranho correndo na floresta.
328,The Lovely Bones,2009,2012,Depois de ser brutalmente assassinada; Susie Salmon; de 14 anos; observa do ceu a sua familia afligida - e seu assassino. Ao observar suas vidas diarias; ela precisa equilibrar sua sede de vinganca com o desejo de que sua familia se cure.
329,Finding Nemo,2003,2006,Nemo; um jovem peixe-palhaco aventureiro; e inesperadamente levado de sua casa na Grande Barreira de Corais para um aquario de consultorio de dentista. Cabe ao seu preocupante pai; Marlin; e um peixe amigavel mas esquecido; Dory trazer Nemo para casa - conhecer tubaroes vegetarianos; tartarugas surfistas; medusas hipnoticas; gaivotas famintas e muito mais pelo caminho.
330,The Lord of the Rings: The Return of the King,2003,2006,Aragorn e revelado como o herdeiro dos antigos reis quando ele; Gandalf e os outros membros da irmandade dividida lutam para salvar Gondor das forcas de Sauron. Enquanto isso; Frodo e Sam aproximam o anel do coracao de Mordor; o reino do lorde das trevas.
331,The Lord of the Rings: The Two Towers,2002,2005,Frodo e Sam estao viajando para Mordor para destruir o Um Anel do Poder enquanto Gimli; Legolas e Aragorn procuram pelos capturados por Orcs e Merry e Pippin. O tempo todo; o maligno Saruman aguarda os membros da Irmandade na Torre Orthanc em Isengard.
332,Seventh Son,2014,2017,John Gregory; que e o setimo filho de um setimo filho e tambem o fantasma local; protegeu o pais de bruxas; boggarts; ghouls e todos os tipos de coisas que acontecem na noite. No entanto; Joao nao e mais jovem e tem procurado um aprendiz para continuar seu oficio. A maioria nao conseguiu sobreviver. A ultima esperanca e o filho de um jovem fazendeiro chamado Thomas Ward. Ele sobrevivera ao treinamento para se tornar o fantasma que tantos outros nao poderiam?
333,Lara Croft: Tomb Raider,2001,2004,A aristocrata inglesa Lara Croft e habilidosa no combate corpo-a-corpo e no meio de uma batalha com uma sociedade secreta. A arqueologa faz um luar para recuperar antiguidades perdidas e encontra sua partida no malvado Powell; que esta em busca de uma poderosa reliquia.
334,Transcendence,2014,2017,Dois importantes cientistas da computacao trabalham em direcao ao seu objetivo de Singularidade Tecnologica; enquanto uma organizacao anti-tecnologia radical luta para impedi-los de criar um mundo onde os computadores possam transcender as habilidades do cerebro humano.
